"Effect_Size_ID","Study_ID","Species_ID","Study_Pop_ID_(1)","Study_Pop_ID_(2)","Treatment_ID","Trait_ID","RNG","First_Author","Title","Publication_Year","Journal","Impact_Factor","Scientific_Name","Ecosystem","First_Population","Second_Population","Type","T1","T2","Treatment_Unit","Category","Measurement","Trait_Unit","Percentage_Transformation","Proportion_Transformation","Plasticity_Category","n_(P1T1)","Mean_(P1T1)","SD_(P1T1)","n_(P1T2)","Mean_(P1T2)","SD_(P1T2)","n_(P2T1)","Mean_(P2T1)","SD_(P2T1)","n_(P2T2)","Mean_(P2T2)","SD_(P2T2)"
833,46,1,46.7,46.14,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Tirumala","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.284,0.948683298050514,250,0.178,0.695701085237043,250,0.937,0.901249133147988,250,0.676,1.26491106406735
834,46,1,46.7,46.15,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Tirumala","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.284,0.948683298050514,250,0.178,0.695701085237043,250,0.967,0.66407830863536,250,0.573,1.09098579275809
835,46,1,46.8,46.9,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Madras","Ernakulum","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.37,0.822192191643779,250,0.118,0.458530260724415,250,0.375,1.04355162785557,250,0.168,0.711512473537885
836,46,1,46.8,46.11,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Madras","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.37,0.822192191643779,250,0.118,0.458530260724415,250,1.333,1.29653384066904,250,1.015,1.13841995766062
837,46,1,46.8,46.12,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Madras","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.37,0.822192191643779,250,0.118,0.458530260724415,250,1.441,0.996117462953039,250,1.035,1.23328828746567
838,46,1,46.8,46.13,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Madras","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.37,0.822192191643779,250,0.118,0.458530260724415,250,0.988,0.648266920334518,250,0.65,0.853814968245462
839,46,1,46.8,46.14,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Madras","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.37,0.822192191643779,250,0.118,0.458530260724415,250,0.937,0.901249133147988,250,0.676,1.26491106406735
840,46,1,46.8,46.15,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Madras","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.37,0.822192191643779,250,0.118,0.458530260724415,250,0.967,0.66407830863536,250,0.573,1.09098579275809
841,46,1,46.9,46.11,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Ernakulum","Manali","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.375,1.04355162785557,250,0.168,0.711512473537885,250,1.333,1.29653384066904,250,1.015,1.13841995766062
842,46,1,46.9,46.12,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Ernakulum","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.375,1.04355162785557,250,0.168,0.711512473537885,250,1.441,0.996117462953039,250,1.035,1.23328828746567
843,46,1,46.9,46.13,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Ernakulum","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.375,1.04355162785557,250,0.168,0.711512473537885,250,0.988,0.648266920334518,250,0.65,0.853814968245462
844,46,1,46.9,46.14,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Ernakulum","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.375,1.04355162785557,250,0.168,0.711512473537885,250,0.937,0.901249133147988,250,0.676,1.26491106406735
845,46,1,46.9,46.15,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Ernakulum","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.375,1.04355162785557,250,0.168,0.711512473537885,250,0.967,0.66407830863536,250,0.573,1.09098579275809
846,46,1,46.11,46.12,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Manali","Shimla","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,1.333,1.29653384066904,250,1.015,1.13841995766062,250,1.441,0.996117462953039,250,1.035,1.23328828746567
847,46,1,46.11,46.13,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Manali","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,1.333,1.29653384066904,250,1.015,1.13841995766062,250,0.988,0.648266920334518,250,0.65,0.853814968245462
848,46,1,46.11,46.14,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Manali","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,1.333,1.29653384066904,250,1.015,1.13841995766062,250,0.937,0.901249133147988,250,0.676,1.26491106406735
849,46,1,46.11,46.15,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Manali","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,1.333,1.29653384066904,250,1.015,1.13841995766062,250,0.967,0.66407830863536,250,0.573,1.09098579275809
850,46,1,46.12,46.13,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Shimla","Kullu","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,1.441,0.996117462953039,250,1.035,1.23328828746567,250,0.988,0.648266920334518,250,0.65,0.853814968245462
851,46,1,46.12,46.14,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Shimla","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,1.441,0.996117462953039,250,1.035,1.23328828746567,250,0.937,0.901249133147988,250,0.676,1.26491106406735
852,46,1,46.12,46.15,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Shimla","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,1.441,0.996117462953039,250,1.035,1.23328828746567,250,0.967,0.66407830863536,250,0.573,1.09098579275809
853,46,1,46.13,46.14,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Kullu","Solan","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.988,0.648266920334518,250,0.65,0.853814968245462,250,0.937,0.901249133147988,250,0.676,1.26491106406735
854,46,1,46.13,46.15,1,2,1,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Kullu","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.988,0.648266920334518,250,0.65,0.853814968245462,250,0.967,0.66407830863536,250,0.573,1.09098579275809
855,46,1,46.14,46.15,1,2,2,"Parkash, R.","Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster",1999,"Journal of Zoological Systematics and Evolutionary Research",2.288,"Drosophila melanogaster","Terrestrial","Solan","Kalka","Temperature","17","25","℃","Morphology","Trident Pigmentation","Pigmentation Score","No","No","Developmental",250,0.937,0.901249133147988,250,0.676,1.26491106406735,250,0.967,0.66407830863536,250,0.573,1.09098579275809
856,47,1,47.1,47.2,1,1,1,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Isle of Appin","Tay-y-fan Mountain","Temperature","14","17","℃","Morphology","Weight","mg","No","No","Developmental",17,91.9747191011236,24.7270519963306,39,99.0533707865168,21.4891082810058,22,77.3258426966292,16.139773330853,15,89.0252808988764,27.0347292565321
857,47,1,47.1,47.3,1,1,1,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Isle of Appin","Sailsbury Plain","Temperature","14","17","℃","Morphology","Weight","mg","No","No","Developmental",17,91.9747191011236,24.7270519963306,39,99.0533707865168,21.4891082810058,34,67.1011235955056,15.4782290467102,10,73.2949438202247,18.0320889048927
858,47,1,47.2,47.3,1,1,2,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Tay-y-fan Mountain","Sailsbury Plain","Temperature","14","17","℃","Morphology","Weight","mg","No","No","Developmental",22,77.3258426966292,16.139773330853,15,89.0252808988764,27.0347292565321,34,67.1011235955056,15.4782290467102,10,73.2949438202247,18.0320889048927
859,47,1,47.1,47.2,1,2,2,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Isle of Appin","Tay-y-fan Mountain","Temperature","14","17","℃","Morphology","Weight","mg","No","No","Developmental",37,70.3455056179775,16.1466589638535,28,80.1769662921348,23.4104399714984,19,61.3988764044943,12.8563030638138,19,62.1853932584269,19.7129980311812
860,47,1,47.1,47.3,1,2,2,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Isle of Appin","Sailsbury Plain","Temperature","14","17","℃","Morphology","Weight","mg","No","No","Developmental",37,70.3455056179775,16.1466589638535,28,80.1769662921348,23.4104399714984,25,44.0955056179775,13.7640449438202,23,59.2359550561797,15.5595095770399
861,47,1,47.2,47.3,1,2,2,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Tay-y-fan Mountain","Sailsbury Plain","Temperature","14","17","℃","Morphology","Weight","mg","No","No","Developmental",19,61.3988764044943,12.8563030638138,19,62.1853932584269,19.7129980311812,25,44.0955056179775,13.7640449438202,23,59.2359550561797,15.5595095770399
862,47,1,47.1,47.2,1,3,2,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Isle of Appin","Tay-y-fan Mountain","Temperature","14","17","℃","Life-History Traits","Fecundity","Eggs","No","No","Developmental",5,36.4210526315789,66.3759125952569,12,76.4210526315789,69.2820323027551,7,17.2631578947368,12.8110063483128,8,56.421052631579,36.9184172072134
863,47,1,47.1,47.3,1,3,2,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Isle of Appin","Sailsbury Plain","Temperature","14","17","℃","Life-History Traits","Fecundity","Eggs","No","No","Developmental",5,36.4210526315789,66.3759125952569,12,76.4210526315789,69.2820323027551,13,27.1578947368421,17.4584588075098,8,69.4736842105263,42.27754228568
864,47,1,47.2,47.3,1,3,1,"Sibly, R. M.","Interpopulation Variation in Phenotypic Plasticity in the Speckled Wood Butterfly, Pararge aegeria",1997,"Oikos",3.903,"Pararge aegeria","Terrestrial","Tay-y-fan Mountain","Sailsbury Plain","Temperature","14","17","℃","Life-History Traits","Fecundity","Eggs","No","No","Developmental",7,17.2631578947368,12.8110063483128,8,56.421052631579,36.9184172072134,13,27.1578947368421,17.4584588075098,8,69.4736842105263,42.27754228568
